Dato klokke,kWh pris
2021-04-01 00:00:00,"49,1375"
2021-04-01 01:00:00,"49,0250"
2021-04-01 02:00:00,"49,0125"
2021-04-01 03:00:00,"48,7000"
2021-04-01 04:00:00,"48,0875"
2021-04-01 05:00:00,"48,5625"
2021-04-01 06:00:00,"50,5750"
2021-04-01 07:00:00,"51,6000"
2021-04-01 08:00:00,"52,8125"
2021-04-01 09:00:00,"53,2500"
2021-04-01 10:00:00,"52,9625"
2021-04-01 11:00:00,"51,5375"
2021-04-01 12:00:00,"49,6125"
2021-04-01 13:00:00,"47,3125"
2021-04-01 14:00:00,"44,1625"
2021-04-01 15:00:00,"46,7250"
2021-04-01 16:00:00,"49,5500"
2021-04-01 17:00:00,"49,5750"
2021-04-01 18:00:00,"49,8000"
2021-04-01 19:00:00,"50,0875"
2021-04-01 20:00:00,"49,6250"
2021-04-01 21:00:00,"49,4500"
2021-04-01 22:00:00,"49,4250"
2021-04-01 23:00:00,"49,3375"
2021-04-02 00:00:00,"49,5250"
2021-04-02 01:00:00,"49,4250"
2021-04-02 02:00:00,"49,3875"
2021-04-02 03:00:00,"49,2375"
2021-04-02 04:00:00,"49,0500"
2021-04-02 05:00:00,"49,0000"
2021-04-02 06:00:00,"49,3000"
2021-04-02 07:00:00,"49,1875"
2021-04-02 08:00:00,"47,7625"
2021-04-02 09:00:00,"47,0625"
2021-04-02 10:00:00,"44,9875"
2021-04-02 11:00:00,"42,4000"
2021-04-02 12:00:00,"37,9875"
2021-04-02 13:00:00,"30,2625"
2021-04-02 14:00:00,"14,0500"
2021-04-02 15:00:00,"10,6250"
2021-04-02 16:00:00,"15,0875"
2021-04-02 17:00:00,"35,1750"
2021-04-02 18:00:00,"42,3000"
2021-04-02 19:00:00,"44,4000"
2021-04-02 20:00:00,"47,1000"
2021-04-02 21:00:00,"48,7750"
2021-04-02 22:00:00,"47,5875"
2021-04-02 23:00:00,"47,1125"
2021-04-03 00:00:00,"49,9000"
2021-04-03 01:00:00,"46,8875"
2021-04-03 02:00:00,"45,8000"
2021-04-03 03:00:00,"45,4625"
2021-04-03 04:00:00,"45,3000"
2021-04-03 05:00:00,"46,4750"
2021-04-03 06:00:00,"48,8125"
2021-04-03 07:00:00,"50,6750"
2021-04-03 08:00:00,"51,1375"
2021-04-03 09:00:00,"50,6750"
2021-04-03 10:00:00,"49,8375"
2021-04-03 11:00:00,"46,5500"
2021-04-03 12:00:00,"43,7750"
2021-04-03 13:00:00,"37,7750"
2021-04-03 14:00:00,"29,2000"
2021-04-03 15:00:00,"33,8875"
2021-04-03 16:00:00,"41,0250"
2021-04-03 17:00:00,"45,7750"
2021-04-03 18:00:00,"47,7750"
2021-04-03 19:00:00,"50,3875"
2021-04-03 20:00:00,"50,7750"
2021-04-03 21:00:00,"50,0375"
2021-04-03 22:00:00,"49,7750"
2021-04-03 23:00:00,"49,2375"
2021-04-04 00:00:00,"50,0375"
2021-04-04 01:00:00,"49,5625"
2021-04-04 02:00:00,"48,5250"
2021-04-04 03:00:00,"48,3375"
2021-04-04 04:00:00,"46,9500"
2021-04-04 05:00:00,"45,8875"
2021-04-04 06:00:00,"44,8000"
2021-04-04 07:00:00,"44,7000"
2021-04-04 08:00:00,"43,1750"
2021-04-04 09:00:00,"40,6500"
2021-04-04 10:00:00,"38,4125"
2021-04-04 11:00:00,"32,3000"
2021-04-04 12:00:00,"28,3500"
2021-04-04 13:00:00,"12,7375"
2021-04-04 14:00:00,"2,6250"
2021-04-04 15:00:00,"2,2250"
2021-04-04 16:00:00,"3,2125"
2021-04-04 17:00:00,"12,6125"
2021-04-04 18:00:00,"38,6375"
2021-04-04 19:00:00,"43,0625"
2021-04-04 20:00:00,"43,7125"
2021-04-04 21:00:00,"43,2250"
2021-04-04 22:00:00,"40,6250"
2021-04-04 23:00:00,"30,7750"
2021-04-05 00:00:00,"19,3500"
2021-04-05 01:00:00,"24,2250"
2021-04-05 02:00:00,"17,3750"
2021-04-05 03:00:00,"18,8500"
2021-04-05 04:00:00,"10,6250"
2021-04-05 05:00:00,"2,5250"
2021-04-05 06:00:00,"6,3375"
2021-04-05 07:00:00,"14,9500"
2021-04-05 08:00:00,"27,1250"
2021-04-05 09:00:00,"37,9875"
2021-04-05 10:00:00,"33,1750"
2021-04-05 11:00:00,"32,0125"
2021-04-05 12:00:00,"30,7750"
2021-04-05 13:00:00,"11,0000"
2021-04-05 14:00:00,"6,3500"
2021-04-05 15:00:00,"5,1625"
2021-04-05 16:00:00,"5,5875"
2021-04-05 17:00:00,"7,1000"
2021-04-05 18:00:00,"32,2875"
2021-04-05 19:00:00,"39,7875"
2021-04-05 20:00:00,"40,1375"
2021-04-05 21:00:00,"40,2500"
2021-04-05 22:00:00,"39,4125"
2021-04-05 23:00:00,"37,4625"
2021-04-06 00:00:00,"35,4375"
2021-04-06 01:00:00,"22,5500"
2021-04-06 02:00:00,"20,4750"
2021-04-06 03:00:00,"31,6625"
2021-04-06 04:00:00,"37,0625"
2021-04-06 05:00:00,"43,7250"
2021-04-06 06:00:00,"51,8375"
2021-04-06 07:00:00,"55,3375"
2021-04-06 08:00:00,"67,8000"
2021-04-06 09:00:00,"50,9250"
2021-04-06 10:00:00,"50,5500"
2021-04-06 11:00:00,"50,3625"
2021-04-06 12:00:00,"49,4750"
2021-04-06 13:00:00,"46,5250"
2021-04-06 14:00:00,"45,6375"
2021-04-06 15:00:00,"45,1625"
2021-04-06 16:00:00,"44,9750"
2021-04-06 17:00:00,"48,7000"
2021-04-06 18:00:00,"52,6750"
2021-04-06 19:00:00,"54,2000"
2021-04-06 20:00:00,"52,2125"
2021-04-06 21:00:00,"50,5750"
2021-04-06 22:00:00,"49,2625"
2021-04-06 23:00:00,"48,7625"
2021-04-07 00:00:00,"47,6875"
2021-04-07 01:00:00,"47,7250"
2021-04-07 02:00:00,"48,3125"
2021-04-07 03:00:00,"49,1250"
2021-04-07 04:00:00,"48,2625"
2021-04-07 05:00:00,"49,9125"
2021-04-07 06:00:00,"72,3375"
2021-04-07 07:00:00,"98,2625"
2021-04-07 08:00:00,"104,0500"
2021-04-07 09:00:00,"82,1625"
2021-04-07 10:00:00,"68,8875"
2021-04-07 11:00:00,"64,4375"
2021-04-07 12:00:00,"52,1125"
2021-04-07 13:00:00,"51,3250"
2021-04-07 14:00:00,"50,4250"
2021-04-07 15:00:00,"50,2500"
2021-04-07 16:00:00,"50,3750"
2021-04-07 17:00:00,"50,7875"
2021-04-07 18:00:00,"58,5375"
2021-04-07 19:00:00,"70,0250"
2021-04-07 20:00:00,"60,7000"
2021-04-07 21:00:00,"53,1625"
2021-04-07 22:00:00,"51,6375"
2021-04-07 23:00:00,"48,7875"
2021-04-08 00:00:00,"48,9875"
2021-04-08 01:00:00,"48,1250"
2021-04-08 02:00:00,"48,0750"
2021-04-08 03:00:00,"49,0625"
2021-04-08 04:00:00,"49,0250"
2021-04-08 05:00:00,"50,7500"
2021-04-08 06:00:00,"74,8875"
2021-04-08 07:00:00,"100,5375"
2021-04-08 08:00:00,"124,9500"
2021-04-08 09:00:00,"83,7000"
2021-04-08 10:00:00,"75,1625"
2021-04-08 11:00:00,"73,6750"
2021-04-08 12:00:00,"68,2750"
2021-04-08 13:00:00,"51,8250"
2021-04-08 14:00:00,"50,3375"
2021-04-08 15:00:00,"50,3625"
2021-04-08 16:00:00,"50,3875"
2021-04-08 17:00:00,"50,3250"
2021-04-08 18:00:00,"50,4500"
2021-04-08 19:00:00,"50,8125"
2021-04-08 20:00:00,"49,5750"
2021-04-08 21:00:00,"47,8375"
2021-04-08 22:00:00,"46,4875"
2021-04-08 23:00:00,"44,1875"
2021-04-09 00:00:00,"44,7125"
2021-04-09 01:00:00,"45,8625"
2021-04-09 02:00:00,"45,2750"
2021-04-09 03:00:00,"45,2250"
2021-04-09 04:00:00,"45,9625"
2021-04-09 05:00:00,"46,3625"
2021-04-09 06:00:00,"46,5625"
2021-04-09 07:00:00,"46,5000"
2021-04-09 08:00:00,"47,5750"
2021-04-09 09:00:00,"47,5250"
2021-04-09 10:00:00,"47,1875"
2021-04-09 11:00:00,"46,5250"
2021-04-09 12:00:00,"46,2500"
2021-04-09 13:00:00,"45,9375"
2021-04-09 14:00:00,"45,6250"
2021-04-09 15:00:00,"45,2625"
2021-04-09 16:00:00,"45,2625"
2021-04-09 17:00:00,"45,3750"
