Dato klokke,kWh pris
2022-04-01 00:00:00,"219,9363"
2022-04-01 01:00:00,"216,8838"
2022-04-01 02:00:00,"216,3875"
2022-04-01 03:00:00,"216,4713"
2022-04-01 04:00:00,"217,8775"
2022-04-01 05:00:00,"218,4950"
2022-04-01 06:00:00,"226,3200"
2022-04-01 07:00:00,"242,3100"
2022-04-01 08:00:00,"252,2563"
2022-04-01 09:00:00,"242,6975"
2022-04-01 10:00:00,"233,8913"
2022-04-01 11:00:00,"226,3088"
2022-04-01 12:00:00,"222,5525"
2022-04-01 13:00:00,"220,3000"
2022-04-01 14:00:00,"219,8275"
2022-04-01 15:00:00,"219,1000"
2022-04-01 16:00:00,"217,4650"
2022-04-01 17:00:00,"222,8438"
2022-04-01 18:00:00,"232,2200"
2022-04-01 19:00:00,"241,7525"
2022-04-01 20:00:00,"236,6775"
2022-04-01 21:00:00,"226,3450"
2022-04-01 22:00:00,"225,2175"
2022-04-01 23:00:00,"224,6000"
2022-04-02 00:00:00,"223,1775"
2022-04-02 01:00:00,"223,0325"
2022-04-02 02:00:00,"222,8513"
2022-04-02 03:00:00,"222,7913"
2022-04-02 04:00:00,"223,0813"
2022-04-02 05:00:00,"223,2625"
2022-04-02 06:00:00,"223,0325"
2022-04-02 07:00:00,"223,3838"
2022-04-02 08:00:00,"230,1125"
2022-04-02 09:00:00,"229,3013"
2022-04-02 10:00:00,"222,9113"
2022-04-02 11:00:00,"220,2613"
2022-04-02 12:00:00,"218,9913"
2022-04-02 13:00:00,"217,5513"
2022-04-02 14:00:00,"217,4175"
2022-04-02 15:00:00,"217,3813"
2022-04-02 16:00:00,"218,4338"
2022-04-02 17:00:00,"223,9763"
2022-04-02 18:00:00,"230,9350"
2022-04-02 19:00:00,"233,6463"
2022-04-02 20:00:00,"236,0063"
2022-04-02 21:00:00,"235,7150"
2022-04-02 22:00:00,"233,9963"
2022-04-02 23:00:00,"230,7663"
2022-04-03 00:00:00,"229,8525"
2022-04-03 01:00:00,"226,3400"
2022-04-03 02:00:00,"228,9963"
2022-04-03 03:00:00,"227,4625"
2022-04-03 04:00:00,"228,7550"
2022-04-03 05:00:00,"226,7263"
2022-04-03 06:00:00,"224,6863"
2022-04-03 07:00:00,"225,7600"
2022-04-03 08:00:00,"228,0663"
2022-04-03 09:00:00,"224,8425"
2022-04-03 10:00:00,"223,2138"
