Dato klokke,kWh pris
2021-10-01 00:00:00,"111,2250"
2021-10-01 01:00:00,"88,1875"
2021-10-01 02:00:00,"74,2000"
2021-10-01 03:00:00,"59,3125"
2021-10-01 04:00:00,"71,8250"
2021-10-01 05:00:00,"85,3125"
2021-10-01 06:00:00,"112,1250"
2021-10-01 07:00:00,"115,7875"
2021-10-01 08:00:00,"119,1500"
2021-10-01 09:00:00,"118,2750"
2021-10-01 10:00:00,"111,8000"
2021-10-01 11:00:00,"105,3875"
2021-10-01 12:00:00,"86,1125"
2021-10-01 13:00:00,"70,8625"
2021-10-01 14:00:00,"108,9250"
2021-10-01 15:00:00,"111,4875"
2021-10-01 16:00:00,"112,1250"
2021-10-01 17:00:00,"112,9875"
2021-10-01 18:00:00,"114,9375"
2021-10-01 19:00:00,"114,7000"
2021-10-01 20:00:00,"113,2625"
2021-10-01 21:00:00,"112,2500"
2021-10-01 22:00:00,"113,9125"
2021-10-01 23:00:00,"114,1125"
2021-10-02 00:00:00,"111,7375"
2021-10-02 01:00:00,"114,5750"
2021-10-02 02:00:00,"118,5000"
2021-10-02 03:00:00,"118,0500"
2021-10-02 04:00:00,"117,6750"
2021-10-02 05:00:00,"117,7875"
2021-10-02 06:00:00,"118,1500"
2021-10-02 07:00:00,"119,5125"
2021-10-02 08:00:00,"123,0750"
2021-10-02 09:00:00,"129,4875"
2021-10-02 10:00:00,"130,9500"
2021-10-02 11:00:00,"128,8375"
2021-10-02 12:00:00,"122,0625"
2021-10-02 13:00:00,"111,5125"
2021-10-02 14:00:00,"110,3375"
2021-10-02 15:00:00,"106,3250"
2021-10-02 16:00:00,"110,9500"
2021-10-02 17:00:00,"119,0750"
2021-10-02 18:00:00,"128,7500"
2021-10-02 19:00:00,"122,4875"
2021-10-02 20:00:00,"113,0125"
2021-10-02 21:00:00,"98,0000"
2021-10-02 22:00:00,"50,7125"
2021-10-02 23:00:00,"18,3875"
2021-10-03 00:00:00,"95,6250"
2021-10-03 01:00:00,"91,6625"
2021-10-03 02:00:00,"90,7875"
2021-10-03 03:00:00,"87,0625"
2021-10-03 04:00:00,"110,2375"
2021-10-03 05:00:00,"116,9375"
2021-10-03 06:00:00,"112,5750"
2021-10-03 07:00:00,"114,6875"
2021-10-03 08:00:00,"119,9750"
2021-10-03 09:00:00,"122,9125"
2021-10-03 10:00:00,"119,7375"
2021-10-03 11:00:00,"119,3250"
2021-10-03 12:00:00,"119,1500"
2021-10-03 13:00:00,"116,5375"
2021-10-03 14:00:00,"116,4125"
2021-10-03 15:00:00,"116,7500"
2021-10-03 16:00:00,"117,5875"
2021-10-03 17:00:00,"118,1125"
2021-10-03 18:00:00,"117,6000"
2021-10-03 19:00:00,"119,8125"
2021-10-03 20:00:00,"117,5625"
2021-10-03 21:00:00,"117,0375"
2021-10-03 22:00:00,"112,5000"
2021-10-03 23:00:00,"94,0875"
2021-10-04 00:00:00,"117,3625"
2021-10-04 01:00:00,"114,9125"
2021-10-04 02:00:00,"113,9875"
2021-10-04 03:00:00,"113,6875"
2021-10-04 04:00:00,"114,1125"
2021-10-04 05:00:00,"114,9500"
2021-10-04 06:00:00,"117,4375"
2021-10-04 07:00:00,"120,5500"
2021-10-04 08:00:00,"122,7125"
2021-10-04 09:00:00,"122,3250"
2021-10-04 10:00:00,"122,2000"
2021-10-04 11:00:00,"121,3500"
2021-10-04 12:00:00,"121,0750"
2021-10-04 13:00:00,"119,5000"
2021-10-04 14:00:00,"119,3125"
2021-10-04 15:00:00,"119,4500"
2021-10-04 16:00:00,"120,0375"
2021-10-04 17:00:00,"119,3000"
2021-10-04 18:00:00,"133,5500"
2021-10-04 19:00:00,"134,7250"
2021-10-04 20:00:00,"132,1750"
2021-10-04 21:00:00,"131,1000"
2021-10-04 22:00:00,"129,4250"
2021-10-04 23:00:00,"121,3875"
2021-10-05 00:00:00,"117,3625"
2021-10-05 01:00:00,"114,9125"
2021-10-05 02:00:00,"113,9875"
2021-10-05 03:00:00,"113,6875"
2021-10-05 04:00:00,"114,1125"
2021-10-05 05:00:00,"114,9500"
2021-10-05 06:00:00,"117,4375"
2021-10-05 07:00:00,"120,5500"
2021-10-05 08:00:00,"122,7125"
2021-10-05 09:00:00,"122,3250"
2021-10-05 10:00:00,"122,2000"
2021-10-05 11:00:00,"121,3500"
2021-10-05 12:00:00,"121,0750"
2021-10-05 13:00:00,"119,5000"
2021-10-05 14:00:00,"119,3125"
2021-10-05 15:00:00,"119,4500"
2021-10-05 16:00:00,"120,0375"
2021-10-05 17:00:00,"119,3000"
2021-10-05 18:00:00,"133,5500"
2021-10-05 19:00:00,"134,7250"
2021-10-05 20:00:00,"132,1750"
2021-10-05 21:00:00,"131,1000"
2021-10-05 22:00:00,"129,4250"
2021-10-05 23:00:00,"121,3875"
2021-10-06 00:00:00,"143,7250"
2021-10-06 01:00:00,"142,8750"
2021-10-06 02:00:00,"142,3875"
2021-10-06 03:00:00,"142,2000"
2021-10-06 04:00:00,"142,8750"
2021-10-06 05:00:00,"144,2375"
2021-10-06 06:00:00,"151,8625"
2021-10-06 07:00:00,"152,0125"
2021-10-06 08:00:00,"153,5375"
2021-10-06 09:00:00,"155,5250"
2021-10-06 10:00:00,"154,5375"
2021-10-06 11:00:00,"151,0750"
2021-10-06 12:00:00,"148,1625"
2021-10-06 13:00:00,"145,2750"
2021-10-06 14:00:00,"143,2625"
