Dato klokke,kWh pris
2021-08-01 00:00:00,"71,8500"
2021-08-01 01:00:00,"66,4250"
2021-08-01 02:00:00,"66,5500"
2021-08-01 03:00:00,"67,0500"
2021-08-01 04:00:00,"67,3250"
2021-08-01 05:00:00,"66,3125"
2021-08-01 06:00:00,"67,5000"
2021-08-01 07:00:00,"72,1000"
2021-08-01 08:00:00,"73,3625"
2021-08-01 09:00:00,"73,3375"
2021-08-01 10:00:00,"75,1000"
2021-08-01 11:00:00,"75,2250"
2021-08-01 12:00:00,"75,8000"
2021-08-01 13:00:00,"73,1000"
2021-08-01 14:00:00,"70,2750"
2021-08-01 15:00:00,"69,8500"
2021-08-01 16:00:00,"72,4250"
2021-08-01 17:00:00,"75,3000"
2021-08-01 18:00:00,"76,6375"
2021-08-01 19:00:00,"77,0375"
2021-08-01 20:00:00,"77,1125"
2021-08-01 21:00:00,"76,9875"
2021-08-01 22:00:00,"76,6500"
2021-08-01 23:00:00,"75,8000"
2021-08-02 00:00:00,"75,2125"
2021-08-02 01:00:00,"73,0125"
2021-08-02 02:00:00,"70,5375"
2021-08-02 03:00:00,"69,0000"
2021-08-02 04:00:00,"70,4000"
2021-08-02 05:00:00,"73,8750"
2021-08-02 06:00:00,"74,8375"
2021-08-02 07:00:00,"75,4000"
2021-08-02 08:00:00,"75,8750"
2021-08-02 09:00:00,"76,3500"
2021-08-02 10:00:00,"76,6125"
2021-08-02 11:00:00,"76,6250"
2021-08-02 12:00:00,"76,7000"
2021-08-02 13:00:00,"76,5125"
2021-08-02 14:00:00,"76,4375"
2021-08-02 15:00:00,"76,2375"
2021-08-02 16:00:00,"76,2000"
2021-08-02 17:00:00,"76,2875"
2021-08-02 18:00:00,"76,5750"
2021-08-02 19:00:00,"76,7000"
2021-08-02 20:00:00,"77,0875"
2021-08-02 21:00:00,"76,9250"
2021-08-02 22:00:00,"75,8125"
2021-08-02 23:00:00,"75,2625"
2021-08-03 00:00:00,"75,4625"
2021-08-03 01:00:00,"75,0375"
2021-08-03 02:00:00,"74,7375"
2021-08-03 03:00:00,"74,5875"
2021-08-03 04:00:00,"74,5875"
2021-08-03 05:00:00,"74,5125"
2021-08-03 06:00:00,"76,0500"
2021-08-03 07:00:00,"77,1875"
2021-08-03 08:00:00,"77,6500"
2021-08-03 09:00:00,"78,3375"
2021-08-03 10:00:00,"78,6000"
2021-08-03 11:00:00,"78,4625"
2021-08-03 12:00:00,"78,2250"
